;Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
1955;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM ESCOLA OFICINA DO SABER;33107840;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA AIERA, 577 VILA KOSMOS. 21220-020 Rio de Janeiro - RJ.;(21) 33912437;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8532791;-43.3040715
1956;ESCOLA PARALISADA;J I GATINHA SAPECA-CENTRO EDUC TEIXEIRA CARDOSO;33107866;RJ;Rio de Janeiro;Urbana;Não Informado;Privada;RUA ARACOIABA, 256 MARECHAL HERMES. 21555-480 Rio de Janeiro - RJ.;;Privada;Não Informado;Não;;;;;-22.8527901;-43.3643504
1957;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO JENCE EPP EIRELI;33107882;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;ESTRADA DO ENGENHO VELHO, TAQUARA. JACAREPAGUA. 22720-390 Rio de Janeiro - RJ.;;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-22.9176599;-43.3959113
1958;ESCOLA PARALISADA;JD ESC NOSSO LAR;33107904;RJ;Rio de Janeiro;Urbana;Não Informado;Privada;RUA PEDRO TELES, 283 PRACA SECA. 21320-120 Rio de Janeiro - RJ.;;Privada;Não Informado;Não;;;;;-22.8955;-43.34753
1959;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC CRIANCA ATIVA;33107971;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ARIPERANA, 130 TAQUARA. 22725-530 Rio de Janeiro - RJ.;(21) 24351440;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.91457;-43.37507
1960;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST CARIOCA DE EDUC;33107998;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA SAO SALVADOR, 049 FLAMENGO. 22231-130 Rio de Janeiro - RJ.;(21) 22657312;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-22.93413;-43.17928
1961;ESCOLA PARALISADA;ARCO IRIS EDUC PRE ESC E 1 GRAU;33108013;RJ;Rio de Janeiro;Urbana;Não Informado;Privada;RUA BAMBORE, 360 DEL CASTILHO. 20771-490 Rio de Janeiro - RJ.;;Privada;Não Informado;Não;;;;;-22.883979999999998;-43.271609999999995
1962;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC CRECHE COR DE ROSA;33108030;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA TABORARI, 348 BRAZ DE PINA. 21011-240 Rio de Janeiro - RJ.;(21) 22601425;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8249334;-43.2865512
1963;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;DINDINHA CRECHE MATERNAL SOCIEDADE LTDA;33108056;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA MANUEL LEITAO, 20 TIJUCA. 20260-170 Rio de Janeiro - RJ.;(21) 22341527;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.91903;-43.21536
1964;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ABRIGO TERESA DE JESUS;33108064;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA IBITURUNA, 53 MARACANA. 20271-021 Rio de Janeiro - RJ.;(21) 25698215;Privada;Filantrópica;Sim;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-22.91349;-43.220690000000005
1965;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;AMANHECENDO ESCOLA DE BEBES E CRIANCAS LTDA;33108072;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA BOGARI, 105 LAGOA. 22471-340 Rio de Janeiro - RJ.;(21) 25390794;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.96097;-43.201679999999996
1966;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD DE INF PEIXINHO DOURADO;33108145;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA CAPITAO CRUZ, 547 CORDOVIL. 21250-520 Rio de Janeiro - RJ.;(21) 30136683;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.82457;-43.30871
1967;ESCOLA PARALISADA;JD ESC PEDRINHO SABIDO;33108170;RJ;Rio de Janeiro;Urbana;Não Informado;Privada;RUA CORONEL LAURENIO LAGO, 120 MARECHAL HERMES. 21610-280 Rio de Janeiro - RJ.;;Privada;Não Informado;Não;;;;;-22.86378;-43.376090000000005
1968;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESPACO ENVOLVIMENTO;33108188;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA MAJOR RUBENS VAZ, 537 CASA. GAVEA. 22470-070 Rio de Janeiro - RJ.;(21) 22743846;Privada;Particular;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.97259;-43.22702
1969;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC MENINO JESUS - CENTRO EDUCACIONAL MARTINHO ALVES;33108226;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA SANTOS TITARA, 163 TODOS OS SANTOS. 20735-240 Rio de Janeiro - RJ.;(21) 25930448;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.901529999999998;-43.286609999999996
1970;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD DE INF TURMA DO BIDU;33108250;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA MANUEL BARATA, 422 GUADALUPE. 21660-380 Rio de Janeiro - RJ.;(21) 31069390;Privada;Particular;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.83589;-43.37615
1971;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD DE INF MORANGUINHO DOCE LTDA;33108285;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA GENERAL CLAUDIO, 214 MARECHAL HERMES. 21610-430 Rio de Janeiro - RJ.;(21) 24501876;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.86904;-43.37102
1972;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SOC EDUC SEBASTIAO OLIVEIRA;33108293;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA MACAMBIRA, 208 BENTO RIBEIRO. 21331-320 Rio de Janeiro - RJ.;(21) 24587913;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.869239999999998;-43.365809999999996
1973;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CURIOSA IDADE CENTRO EDUCACIONAL;33108315;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PROFESSORA ESTELITA LINS, 123 CASA. LARANJEIRAS. 22245-150 Rio de Janeiro - RJ.;(21) 22057222;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;Atividade Complementar;-22.94023;-43.19092
1974;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM ESCOLA MAR AZUL;33108390;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA GUARANA, 29 ROCHA MIRANDA. 21540-700 Rio de Janeiro - RJ.;(21) 24717142;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8465726;-43.3382069
1975;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC CARA MELADA LTDA ME - CENTRO EDUC ARGOS;33108412;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ARGOS, 187 GUADALUPE. 21660-050 Rio de Janeiro - RJ.;(21) 31063000;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio;;-22.844829999999998;-43.38041
1976;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CECIG CENTRO DE EDUCACAO E CRIAT ILHA DO GO;33108501;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA TENENTE CLETO CAMPELO, 274 COCOTA. 21921-025 Rio de Janeiro - RJ.;(21) 24671284;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.80992;-43.18396
1977;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE ESCOLA SONHO ENCANTADO;33108544;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ALVARES CABRAL, 550 CACHAMBI. 20780-320 Rio de Janeiro - RJ.;(21) 25816437;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.8921833333333;-43.2709433333333
1978;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM ESCOLA NO MUNDO DO FAZ DE CONTA;33108560;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ALMIRANTE VALDEMAR MOTA, 328 PAVUNA. 21655-030 Rio de Janeiro - RJ.;(21) 30195963;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8166;-43.374520000000004
1979;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CASA ESC MONTESSORIANA PEQ TRABALHADOR;33108587;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA BARAO DE JAGUARIPE, 35 E 37 IPANEMA. 22421-000 Rio de Janeiro - RJ.;(21) 22474405;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.98115;-43.20265
1980;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD DE INF PIRRALHO LTDA;33108625;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA FERNANDES LEAO, 114 VICENTE DE CARVALHO. 21371-190 Rio de Janeiro - RJ.;(21) 33913084;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8579;-43.32335
1981;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE RECANTO INFANTIL Nª Sª DA CONCEICAO;33108633;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PROFESSORA JUREMA MACHADO, 60 GRAJAU. 20561-180 Rio de Janeiro - RJ.;(21) 25726177;Privada;Confessional;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.92776;-43.2663
1982;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE ENSINO FUNDAMENTAL ALELUIA;33108641;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;ESTRADA DA PORTELA, 449 MADUREIRA. 21351-050 Rio de Janeiro - RJ.;(21) 33556912;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;;
1983;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM ESCOLA PINTANDO O SETE;33108650;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA JEQUETINHONHA, 173 REALENGO. 21755-360 Rio de Janeiro - RJ.;(21) 35551685;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.885024;-43.4130364
1984;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL LIMA NASCIMENTO;33108668;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA MANDINA, 300 CURICICA. 22780-530 Rio de Janeiro - RJ.;(21) 36478210;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-22.95532;-43.385940000000005
1985;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE ESC PIQUE ESCONDE;33108692;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA FILGUEIRAS LIMA, 61 RIACHUELO. 20950-050 Rio de Janeiro - RJ.;(21) 25816036;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.9043277;-43.2549626
1986;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE ESCOLA PARAISO INFANTIL;33108722;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;TRAVESSA DO SERENO, 31/33 SAUDE. 20081-300 Rio de Janeiro - RJ.;(21) 22336800;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.89826;-43.18543
1987;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC COELHO SABIDO;33108757;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PROFESSOR PIRES SALGADO, 76 JARDIM AMERICA. 21240-220 Rio de Janeiro - RJ.;(21) 33462695;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8086095;-43.3282776
1988;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC CHUCHUZINHO COL ARAUJO BRAVO LTDA;33108773;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA SAO PATRICIO, 112 ENGENHO DA RAINHA. 20765-420 Rio de Janeiro - RJ.;(21) 22296813;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.86476;-43.29974
1989;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE ESCOLA FAVINHO DE MEL;33108846;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA MARTINS FERREIRA, 23 CASA. BOTAFOGO. 22271-010 Rio de Janeiro - RJ.;(21) 25378189;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.95284;-43.19533
1990;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM CENTRO EDUC MONTESSORIANO;33108862;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ANGELINA, 158 ENCANTADO. 20756-090 Rio de Janeiro - RJ.;(21) 32736143;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8914;-43.30336
1991;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE ESCOLA BOTO ROSA;33108870;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PAJURA, 100 -. TAQUARA. 22740-210 Rio de Janeiro - RJ.;(21) 33929362;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.92773;-43.36525
1992;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE ESCOLA ATIVA - IDADE LTDA;33108889;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ENGENHEIRO MARQUES PORTO, 86 HUMAITA. 22261-150 Rio de Janeiro - RJ.;(21) 25390837;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-22.96036744;-43.20133062
1993;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL MARQUES RODRIGUES;33109001;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA FRANCISCO PEREIRA, 102 SENADOR CAMARA. 21833-090 Rio de Janeiro - RJ.;(21) 24043604;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.88119;-43.49196
1994;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE COM JOAO FERREIRA;33109036;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA CENTRAL, 70 RAMOS. 21061-700 Rio de Janeiro - RJ.;(21) 22605708;Privada;Comunitária;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
1995;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM ESCOLA A CHAVE DO SABER LTDA;33109087;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA SIRICI, 126 MARECHAL HERMES. 21555-360 Rio de Janeiro - RJ.;(21) 33501610;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.85962;-43.36922
1996;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD CANTINHO FELIZ LTD;33109095;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA FRANCISCO PORTELA, 495 GUADALUPE. 21660-010 Rio de Janeiro - RJ.;(21) 31061590;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.83683;-43.3734
1997;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUC LAZERART;33109141;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA CARLINA, 138 OLARIA. 21021-360 Rio de Janeiro - RJ.;(21) 34979778;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.84001;-43.26569
1998;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;MIMO MATERNAL ESCOLA;33109168;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA BOGARI, 104 LAGOA. 22471-340 Rio de Janeiro - RJ.;(21) 25271735;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-22.961129999999997;-43.201570000000004
1999;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE CHAMEGUINHO;33109184;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA LUIS REGAZZI, 190 RUA SAO FRANCISCO DE. LINS DE VASCONCELOS. 20715-430 Rio de Janeiro - RJ.;(21) 22182076;Privada;Comunitária;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.9155348;-43.27853579999999
2000;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUC MACEDO SILVA;33109214;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PIRAQUARA, 1222 REALENGO. 21755-271 Rio de Janeiro - RJ.;(21) 35551035;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.88724;-43.41604
2001;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUC EDUCRIANDO;33109230;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA VALERIO, 292 APT. 101 E 201. CASCADURA. 21381-350 Rio de Janeiro - RJ.;(21) 25931079;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.877779999999998;-43.31804
2002;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUC PEDRO FARIA JI PEDRINHO FELIZ;33109290;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;ESTRADA DO PORTELA, 362 MADUREIRA. 21351-150 Rio de Janeiro - RJ.;(21) 24894557;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8705671;-43.3421193
2003;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUC PINHEIRO RAMOS LTDA;33109303;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA ALBERICO DINIZ, 1645 JARDIM SULACAP. 21741-110 Rio de Janeiro - RJ.;(21) 33575210;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.88606;-43.3982
2004;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;LUCAS SOCIEDADE EDUCACIONAL;33109311;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA NOSSA SENHORA DAS GRACAS, 1085 RAMOS. 21031-611 Rio de Janeiro - RJ.;(21) 25602452;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.847360000000002;-43.25399
2005;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUC NOVA LUZ - JD ESC PEQUENO TORCEDOR;33109320;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ENGENHEIRO OSCAR WEINSCHENK, 191 BRAZ DE PINA. 21211-780 Rio de Janeiro - RJ.;(21) 33516328;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8372;-43.31094
2006;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL PROFESSORA MARIANA;33109338;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA DE SANTA CRUZ, 6170 BANGU. 21830-009 Rio de Janeiro - RJ.;(21) 24015834;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.88118;-43.48004
2007;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUC OS PRIMEIROS P DA CRIANCA;33109354;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ENGENHEIRO NAZARE, 71 ABOLICAO. 20756-000 Rio de Janeiro - RJ.;(21) 32729663;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-22.8867;-43.30187
2008;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUC MARIAS;33109389;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA MANUEL DE ARAUJO, 320 IRAJA. 21230-370 Rio de Janeiro - RJ.;(21) 24717278;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.825020000000002;-43.32264
