;Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
1897;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEP 432 ALBERTO CAVALCANTI;33106665;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA FLORESTAL, 0 INHOAIBA. 23056-060 Rio de Janeiro - RJ.;(21) 23336881;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Médio, Educação Profissional;;-22.9222091;-43.602069799999995
1898;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEP 392 MARIO DE ANDRADE;33106673;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;ESTRADA VITOR DUMAS, 0 SANTA CRUZ. 23550-160 Rio de Janeiro - RJ.;(21) 23337377;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Ensino Médio, Educação de Jovens Adultos;;-22.9395;-43.69232
1899;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEP 305 HEITOR DOS PRAZERES;33106681;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;ESTRADA DA MATRIZ, 0 PEDRA DE GUARATIBA. 23020-710 Rio de Janeiro - RJ.;(21) 23336882;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Ensino Médio, Educação de Jovens Adultos;;-22.9971734;-43.6297717
1900;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEP 225 MARIO QUINTANA;33106690;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA AUGUSTA CANDIANI, SN CAMPO GRANDE. 23070-020 Rio de Janeiro - RJ.;(21) 23336848;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Ensino Médio, Educação de Jovens Adultos;;-22.902649899999997;-43.57901470000001
1901;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEP 244 OSWALDO ARANHA;33106703;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA PRINCESA LEOPOLDINA, 00 REALENGO. 21710-421 Rio de Janeiro - RJ.;(21) 33338307;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Médio, Educação de Jovens Adultos;;-22.8718889;-43.4202674
1902;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEP 362 ROBERTO BURLE MARX;33106711;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;ESTRADA DA ILHA DE GUARATIBA, SNº GUARATIBA. 23020-230 Rio de Janeiro - RJ.;(21) 23337359;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Ensino Médio;;-22.9899198;-43.5509701
1903;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEP 313 RUBEM BRAGA;33106720;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;ESTRADA DO TAQUARAL, 111 SENADOR CAMARA. 21842-550 Rio de Janeiro - RJ.;(21) 23335236;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Ensino Médio, Educação de Jovens Adultos;;-22.8716843;-43.4966009
1904;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEP 433 TOGO RENAN SOARES KANELA;33106738;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA TAMARANA, 00 SANTA MARGARIDA. CAMPO GRANDE. 23060-220 Rio de Janeiro - RJ.;(21) 23334236;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Ensino Médio;;-22.892915;-43.6032815
1905;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEP 165 BRIGADEIRO SERGIO CARVALHO;33106746;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;ESTRADA DO LAMEIRAO PEQUENO, 1 CAMPO GRANDE. 23017-320 Rio de Janeiro - RJ.;(21) 23336884;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Ensino Médio, Educação de Jovens Adultos;;-22.9168518;-43.52889520000001
1906;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0716602 CRECHE MUNICIPAL TIA TEREZA;33106762;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA A-JORDAO, 743 RUA JORDAO. TAQUARA. 22725-541 Rio de Janeiro - RJ.;(21) 34139869;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.9083;-43.3725
1907;ESCOLA PARALISADA;JD FAZ E CONTA;33106770;RJ;Rio de Janeiro;Urbana;Não Informado;Privada;RUA ANTONIO REGO, 768 OLARIA. 21073-312 Rio de Janeiro - RJ.;(21) 25641768;Privada;Não Informado;Não;;;;;-22.85119;-43.268159999999995
1908;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO VIEIRA CAMARA;33106819;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PADRE JANUARIO, 217 INHAUMA. 20765-140 Rio de Janeiro - RJ.;(21) 25952451;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.87407;-43.284
1909;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO ST GEORGES;33106851;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA GENARO DE CARVALHO, 2638 RECREIO DOS BANDEIRANTES. 22795-077 Rio de Janeiro - RJ.;(21) 24378555;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-23.01951;-43.47092
1910;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC SAO MIGUEL ARCANJO;33106878;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ENEIDA DE MORAIS, 451 JARDIM CARIOCA. 21920-230 Rio de Janeiro - RJ.;(21) 24631719;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.801560000000002;-43.20101
1911;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;1019615 CRECHE MUNICIPAL MARCOLINA;33106894;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;TRAVESSA MARCOLINO, 18 SANTA CRUZ. 23591-250 Rio de Janeiro - RJ.;(21) 33546783;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-22.929664399999997;-43.662583000000005
1912;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC CLUBINHO GRILINHO FALANTE;33106908;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA CUBA, 1 PENHA. 21020-160 Rio de Janeiro - RJ.;(21) 22602803;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8303184;-43.2748968
1913;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC BONEQUINHO DOCE;33106916;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA SIBERIA, 348 BANGU. 21825-090 Rio de Janeiro - RJ.;(21) 24016457;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.889310000000002;-43.47293
1914;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD DE INF CANTINHO MAGICO;33106932;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ENES DE SOUSA, 48 CASA. TIJUCA. 20521-210 Rio de Janeiro - RJ.;(21) 22089049;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.92944;-43.23259
1915;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC CANTINHO DO PARAISO;33106959;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA TEODORO DA SILVA, 520 VILA ISABEL. 20560-001 Rio de Janeiro - RJ.;(21) 25784129;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.9179;-43.24794
1916;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUC MELO MOREIRA;33106967;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA EMILE ROUX, 46 TAQUARA. 22740-070 Rio de Janeiro - RJ.;(21) 24248881;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio;;-22.92803;-43.3652
1917;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM ESCOLA SARAH DAWSEY LTDA - UNIDADE BARRA DA TIJUCA;33106991;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA GILBERTO AMADO, 223 BARRA DA TIJUCA. 22620-061 Rio de Janeiro - RJ.;(21) 25223069;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-23.01316;-43.29967
1918;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM ESCOLA ALADDIN;33107009;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA CORONEL TEDIM, 337 PECHINCHA. 22740-240 Rio de Janeiro - RJ.;(21) 36487402;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.923370000000002;-43.356120000000004
1919;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE-ESCOLA SOL DO SABER;33107017;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ARISTIDES CAIRE, 176 MEIER. 20775-090 Rio de Janeiro - RJ.;(21) 25816977;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.89755;-43.27619
1920;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE ESC LETICIA LTDA;33107076;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA DAS LARANJEIRAS, 567 LARANJEIRAS. 22240-000 Rio de Janeiro - RJ.;(21) 22650694;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.9385;-43.19445
1921;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC COELHINHO ASTRONAUTA LTDA;33107092;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;ALMIRANTE GENESIO, 1 CASA 03. JACAREZINHO. 20970-005 Rio de Janeiro - RJ.;(21) 32494307;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8856247;-43.2575783
1922;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC A MAGICA DO SABER;33107106;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA EDUARDO CESAR MACHADO, 840 PARQUE ANCHIETA. 21635-140 Rio de Janeiro - RJ.;(21) 33391530;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.82733;-43.417559999999995
1923;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO EDUCACIONAL LUANA;33107114;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA JOSE VILAS BOAS, 72 REALENGO. 21765-270 Rio de Janeiro - RJ.;(21) 24016250;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.88723;-43.428709999999995
1924;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0101601 CRECHE MUNICIPAL LADEIRA DOS FUNCIONARIOS;33107122;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA CARLOS SEIDL, 1281 CAJU. 20931-004 Rio de Janeiro - RJ.;(21) 38952887;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-22.879414999999998;-43.22412620000001
1925;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM ESCOLA SABER E ARTE;33107173;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA SOUTO CARVALHO, 33 ENGENHO NOVO. 20950-310 Rio de Janeiro - RJ.;(21) 33443774;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.9037892;-43.2664209
1926;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUC PINHEIRO FERNANDES;33107181;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA JORGE DOS SANTOS, 20 BANGU. 21864-455 Rio de Janeiro - RJ.;(21) 33092349;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.85652;-43.460570000000004
1927;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COMPLEXO REMON DE EDUC ARTES E RECREACAO;33107190;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;TRAVESSA MALAFAIA, 80 92. DEL CASTILHO. 21050-620 Rio de Janeiro - RJ.;(21) 22819543;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8792805;-43.2651365
1928;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SOCIEDADE EDUCACIONAL RAMOS PINTO;33107203;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA CORONEL JOAO OLINTHO, 937 RECREIO DOS BANDEIRANTES. 22790-170 Rio de Janeiro - RJ.;(21) 24371633;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio;;-23.01401;-43.460809999999995
1929;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC JANELINHA DO CEU;33107211;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA PASTOR MARTIN LUTHER KING JR, 13231 PAVUNA. 21520-001 Rio de Janeiro - RJ.;(21) 24741769;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8528208;-43.314576
1930;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC ALINE LTDA;33107220;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;ESTRADA DO ENGENHO, 1991 BANGU. 21840-000 Rio de Janeiro - RJ.;(21) 33351889;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8746474;-43.4684028
1931;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL JEANNE CHRISTINE;33107238;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA AMERICO ROCHA, 1418 MARECHAL HERMES. 21555-300 Rio de Janeiro - RJ.;(21) 24526356;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8509;-43.36059
1932;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO PROTETOR DOS POBRES E CRIANCAS ABRIGO MARIA IMACULADA;33107262;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ANA NERI, 1422 ROCHA. 20960-005 Rio de Janeiro - RJ.;(21) 31475100;Privada;Filantrópica;Sim;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-22.900656899999998;-43.2495302
1933;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC RECANTO DOS BAIXINHOS E OU SELC;33107289;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;ESTRADA GENERAL CANROBERT PEREIRA DA COSTA, 362 REALENGO. 21710-400 Rio de Janeiro - RJ.;(21) 33322588;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.87663;-43.4209
1934;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC GENTE SABIDA CENTRO EDUC SOUZA AMORIM;33107297;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA APIA, 584 VILA DA PENHA. 21221-250 Rio de Janeiro - RJ.;(21) 24815799;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio;;-22.843020000000003;-43.30303
1935;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEBM SAO MATEUS;33107319;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA MABA, 293 PARADA DE LUCAS. 21241-071 Rio de Janeiro - RJ.;(21) 34518482;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio;;-22.818720000000003;-43.31362
1936;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ARCA COMUNIDADE EDUCACIONAL;33107335;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA TEJUPA, 83 VILA DA PENHA. 21221-490 Rio de Janeiro - RJ.;(21) 33527739;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.84197;-43.315329999999996
1937;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC NATUREZA VIVA;33107378;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA JOSE BONIFACIO, 1005 TODOS OS SANTOS. 20770-240 Rio de Janeiro - RJ.;(21) 37958516;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.88847;-43.28417
1938;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM ESCOLA NATUREZA ENCANTADA;33107394;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA SAINT HILAIRE, 286 BONSUCESSO. 21050-810 Rio de Janeiro - RJ.;(21) 22801031;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.867829999999998;-43.255590000000005
1939;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC LAPIS VERMELHO;33107424;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA BAVIERA, 142 JARDIM CARIOCA. 21921-220 Rio de Janeiro - RJ.;(21) 24667657;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.80498;-43.18588
1940;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL DAVID CARNEIRO -CEDAC - JD ESCOLA FONTE DE DAVID;33107440;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA GUACUPI, 150 COELHO NETO. 21510-400 Rio de Janeiro - RJ.;(21) 24718329;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.831;-43.34689
1941;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM DE INFANCIA BE-A-BA;33107467;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ITUVERAVA, 895 CASA. ANIL. 22750-006 Rio de Janeiro - RJ.;(21) 32694882;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-22.9433155;-43.3320235
1942;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;GRUPO DE EDUC MODERNA;33107505;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PASCAL, 499 VILA DA PENHA. 21221-440 Rio de Janeiro - RJ.;(21) 33916744;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.84617;-43.31089
1943;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC HALTEC;33107548;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;PRACA PANAMERICANA, 19 PENHA. 21020-070 Rio de Janeiro - RJ.;(21) 25608232;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.83747;-43.277770000000004
1944;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD DE INFANCIA MAE;33107556;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA DOUTOR PASSOS, 32 MADUREIRA. 21310-160 Rio de Janeiro - RJ.;(21) 31653645;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.87758;-43.34288
1945;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM DE INFANCIA QUERO SER FELIZ;33107580;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA FONSECA TELES, 176 SAO CRISTOVAO. 20940-200 Rio de Janeiro - RJ.;(21) 25800843;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.90075;-43.22246
1946;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM ESC PIMENTINHA;33107602;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA DOS MANANCIAIS, 896 TAQUARA. 22720-410 Rio de Janeiro - RJ.;(21) 24409303;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.91712;-43.38725
1947;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SOC DE ENSINO ANTONIO AUGUSTO M LTDA ME;33107610;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA AGRARIO MENEZES, 114 VICENTE DE CARVALHO. 21371-180 Rio de Janeiro - RJ.;(21) 33915711;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-22.8573639;-43.322516
1948;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0107607 CRECHE MUNICIPAL NACAO MANGUEIRENSE;33107645;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;AV VISCONDE DE NITEROI, 774 MANGUEIRA. 20943-001 Rio de Janeiro - RJ.;(21) 22340161;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.90563536;-43.23932379
1949;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM ESCOLA VIVER E CRIAR;33107688;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA FREDERICO FAULHABER, 617 REALENGO. 21760-000 Rio de Janeiro - RJ.;(21) 23012681;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8913;-43.418409999999994
1950;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SOC DE ENSINO ARCO IRIS;33107700;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ARAUJO LEITAO, 694 ENGENHO NOVO. 20715-310 Rio de Janeiro - RJ.;(21) 22018752;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.91388;-43.27279420000001
1951;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SOCIEDADE EDUCACIONAL VIEIRA E CORREA;33107742;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA JOAQUIM MARTINS, 196 206. ENCANTADO. 20745-230 Rio de Janeiro - RJ.;(21) 32730698;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.9005524;-43.307095600000004
1952;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM ESCOLA PRIMEIROS LEITORES;33107769;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA EMBAU, 2254 PARQUE COLUMBIA. PAVUNA. 21535-000 Rio de Janeiro - RJ.;(21) 24071349;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.81138;-43.33918
1953;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;UNIVERSIDADE DA CRIANCA;33107793;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PIRICUMA, 109 BRAZ DE PINA. 21011-330 Rio de Janeiro - RJ.;(21) 24855942;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.82584;-43.28833
1954;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC FAZENDO E APRENDENDO;33107815;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA VAZ DE TOLEDO, 688 ENGENHO NOVO. 20780-150 Rio de Janeiro - RJ.;(21) 36896690;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8992633;-43.2698897
