,Unnamed: 0,Unnamed: 0.1,Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude,Modalidade
3643,3739,3739,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0716081 ESCOLA MUNICIPAL ATILA NUNES NETO,33179034,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"ESTRADA DOS CURIPOS, S/Nº ANIL/JACAREPAGUA. 22733-010 Rio de Janeiro - RJ.",(21) 973984248,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-22.96754375,-43.345565524296596,6
3644,3740,3740,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0716820 EDI MEDALHISTA OLIMPICA AGATHA BEDNARCZUK RIPPEL,33179050,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAO BRUNO LOBO, 356 CURICICA. 22780-805 Rio de Janeiro - RJ.",(21) 35774675,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.9542649537325,-43.3827942609787,2
3645,3741,3741,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0716821 EDI MEDALHISTA PARALIMPICO FELIPE DE SOUZA GOMES,33179069,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"ESTRADA DO OUTEIRO SANTO, 51 TAQUARA. 22713-169 Rio de Janeiro - RJ.",(21) 20860656,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,Atendimento Educacional Especializado,-22.933908600000002,-43.3847665,2
3646,3742,3742,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0716823 EDI PROFESSOR EITEL SEIXAS,33179077,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"ESTRADA DE CURICICA, S/N CURICICA. 22780-191 Rio de Janeiro - RJ.",,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.9526606,-43.39142460000001,2
3647,3743,3743,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0313809 EDI ESCULTORA LYGIA CLARK,33179093,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"TRAVESSA SOARES PEREIRA, 13 AGUA SANTA. 20745-210 Rio de Janeiro - RJ.",(21) 20355785,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.906512,-43.313646399999996,2
3648,3744,3744,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0227006 ESCOLA MUNICIPAL LUIZ PAULO HORTA,33179107,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"ESTRADA DA GAVEA, 522 ATRAS DA UPA. GAVEA. 22451-970 Rio de Janeiro - RJ.",,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-22.98934936,-43.25202674,3
3649,3745,3745,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0833810 EDI MEDALHISTA OLIMPICO SERGIO DUTRA DOS SANTOS,33179115,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA HELIO DO AMARAL, S/N REALENGO. 21725-180 Rio de Janeiro - RJ.",,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.859242300000002,-43.43042620000001,2
3650,3746,3746,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0833811 EDI MEDALHISTA OLIMPICA RAFAELA LOPES SILVA,33179123,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SALUSTIANO SILVA, 0 MAGALHAES BASTOS. 21745-590 Rio de Janeiro - RJ.",(21) 34384704,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.8739828,-43.4072326,2
3651,3747,3747,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0918100 ESCOLA MUNICIPAL DULCE ARAUJO,33179131,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA INGLATERRA, 132 CAMPO GRANDE. 23092-658 Rio de Janeiro - RJ.",(21) 31611748,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-22.8776893,-43.5383085,3
3652,3748,3748,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0918101 ESCOLA MUNICIPAL YOLIS DA SILVA,33179140,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AV CESARIO DE MELO, 7805 INHOAIBA. 23063-000 Rio de Janeiro - RJ.",(21) 34388923,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-22.9151514,-43.6046648,3
3653,3749,3749,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0918102 ESCOLA MUNICIPAL PROFESSORA DALVA LAZARONI,33179158,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DA CASTANHA, 117 FUNDOS. COSMOS. 23061-230 Rio de Janeiro - RJ.",(21) 21688241,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-22.9064102,-43.61820720000001,3
3654,3750,3750,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0918103 ESCOLA MUNICIPAL MEDALHISTA OLIMPICO DIEGO HYPOLITO,33179166,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CAMPO GRANDE, S/N INHOAIBA. 23058-002 Rio de Janeiro - RJ.",(21) 20865884,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-22.9090062,-43.59509179999999,3
3655,3751,3751,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0918104 ESCOLA MUNICIPAL MEDALHISTA OLIMPICA MAYRA AGUIAR DA SILVA,33179174,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FREI TIMOTHEO, S/N CAMPO GRANDE. 23067-430 Rio de Janeiro - RJ.",(21) 20864078,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-22.884193300000003,-43.617838899999995,3
3656,3752,3752,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0918105 ESCOLA MUNICIPAL MEDALHISTA OLIMPICO DOUGLAS CORREA DE SOUZA,33179182,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA OTO MARIA CARPEAUX, S/N SANTISSIMO. 23094-280 Rio de Janeiro - RJ.",(21) 20865302,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-22.8757863,-43.5238669,3
3657,3753,3753,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0918826 EDI PROFESSORA MARLY DOS SANTOS DE OLIVEIRA MARLY MARINHO,33179190,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA TUPASSI, 02 COSMOS. 23060-240 Rio de Janeiro - RJ.",(21) 34384892,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.8954087,-43.6036585,2
3658,3754,3754,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0918831 EDI ELFLODIZIO DOS SANTOS,33179212,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DO GOIABAL, 75 NOVA CIDADE. INHOAIBA. 23063-650 Rio de Janeiro - RJ.",(21) 30752903,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.9046459,-43.5897596,2
3659,3755,3755,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0918832 EDI PROFESSORA JACINTHA REIS FERREIRA,33179220,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PACUARE, 681 COSMOS. 23058-230 Rio de Janeiro - RJ.",(21) 34436254,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.9226646,-43.6205737,2
3660,3756,3756,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0918833 EDI PROFESSOR WILSON CHOERI,33179239,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DA CASTANHA, 117 BL 02 VILA SAO JOAO. ARAUJO DE COSMOS. 23061-230 Rio de Janeiro - RJ.",(21) 20865466,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.9066604,-43.6188055,2
3661,3757,3757,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0918834 EDI ENGENHEIRA ELAINE MONSORES PIRES,33179247,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ITAUNAS, CAMPO GRANDE. 23068-155 Rio de Janeiro - RJ.",(21) 34384924,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.8874537,-43.5971114,2
3662,3758,3758,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0918835 EDI MEDALHISTA OLIMPICO ARTHUR NORY OYAKAWA MARIANO,33179255,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GOIABAL, S/N INHOAIBA. 23063-490 Rio de Janeiro - RJ.",(21) 31614094,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.9060839,-43.588897700000004,2
3663,3759,3759,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0918836 EDI MEDALHISTA OLIMPICO RAFAEL CARLOS DA SILVA,33179263,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOUTOR JUVENAL MURTINHO, S/Nº SANTISSIMO. 23093-030 Rio de Janeiro - RJ.",(21) 34384326,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.875515,-43.53390170000001,2
3664,3760,3760,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0918837 EDI MEDALHISTA OLIMPICO WALLACE LEANDRO DE SOUZA,33179271,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOSE OTAVIO CORREIA LIMA, 34 SANTISSIMO. 23098-240 Rio de Janeiro - RJ.",(21) 973854806,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.8703816666667,-43.5112383333333,2
3665,3762,3762,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,1026811 EDI GERMANO THOME DE OLIVEIRA,33179352,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA ALTO MARANHAO, S/N GUARATIBA. 23026-010 Rio de Janeiro - RJ.",(21) 45028793,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Educação Infantil,,-22.98642000000001,-43.6289473,2
3666,3763,3763,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,1026810 EDI ALCEBIADES FRANCISCO ROSA,33179360,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ANTONIO RAIOL, 356 GUARATIBA. 23032-090 Rio de Janeiro - RJ.",(21) 20860904,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Educação Infantil,,-22.973284600000003,-43.6489045,2
3667,3764,3764,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,1026809 EDI MEDALHISTA PARALIMPICO RICARDO COSTA DE OLIVEIRA,33179379,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SILVANIA, S/Nº BLOCO 2. GUARATIBA. 23031-350 Rio de Janeiro - RJ.",(21) 20810158,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.964041291040697,-43.6104644965059,2
3668,3765,3765,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,1026807 EDI ALFREDO FERNANDO VAZ GUIMARAES JUNIOR,33179387,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PEDRO OSORIO, 360 GUARATIBA. 23031-280 Rio de Janeiro - RJ.",(21) 20830833,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.9579965,-43.6080633,2
