,TIJUCA,LARANJEIRAS,BOTAFOGO,JARDIM GUANABARA,CACHAMBI,PRACA SECA,IRAJA,ENGENHO DE DENTRO,FLAMENGO,JACAREPAGUA,IPANEMA,COPACABANA,TAUA,COSMOS,FREGUESIA-JPA,ITANHANGA,CAJU,PENHA,BARRA DA TIJUCA,CENTRO,REALENGO,ENGENHO NOVO,TAQUARA,MARECHAL HERMES,VICENTE DE CARVALHO,ANCHIETA,PAVUNA,PACIENCIA,JACAREZINHO,OLARIA,PADRE MIGUEL,PENHA CIRCULAR,MARACANA,SANTISSIMO,GUARATIBA,RIO COMPRIDO,BRAS DE PINA,ROCINHA,CIDADE DE DEUS,SENADOR CAMARA,CAMPO GRANDE,COSME VELHO,VILA DA PENHA,LEBLON,JARDIM BOTANICO,GLORIA,VILA VALQUEIRE,BENTO RIBEIRO,BANGU,JARDIM SULACAP,JARDIM AMERICA,SENADOR VASCONCELOS,VILA ISABEL,ANIL,VARGEM PEQUENA,BARROS FILHO,MONERO,DEODORO,MANGUINHOS,SANTA CRUZ,INHOAIBA,PARQUE ANCHIETA,HIGIENOPOLIS,GALEAO,TANQUE,JARDIM CARIOCA,OSWALDO CRUZ,CORDOVIL,JACARE,PIEDADE,MARE,CACUIA,RAMOS,QUINTINO BOCAIUVA,BONSUCESSO,PEDRA DE GUARATIBA,SAO FRANCISCO XAVIER,LEME,TURIACU,MEIER,PARADA DE LUCAS,GARDENIA AZUL,PRACA DA BANDEIRA,VILA KOSMOS,SAO CONRADO,MANGUEIRA,CAVALCANTE,SANTA TERESA,TODOS OS SANTOS,RIACHUELO,BENFICA,PARQUE COLUMBIA,HUMAITA,CIDADE NOVA,MARIA DA GRACA,BANCARIOS,HONORIO GURGEL,ROCHA MIRANDA,ACARI,LAGOA,VIGARIO GERAL,ENGENHO DA RAINHA,SAO CRISTOVAO,SEPETIBA,ROCHA,COMPLEXO DA MARE,RECREIO DOS BANDEIRANTES,INHAUMA,GRAJAU,CURICICA,DEL CASTILHO,URCA,COELHO NETO,GAVEA,MADUREIRA,PILARES,GUADALUPE,VARGEM GRANDE,PECHINCHA,COLEGIO,CATUMBI,CAMORIM,ABOLICAO,LINS DE VASCONCELOS,COSTA BARROS,VILA KENNEDY,ESTACIO,ALTO DA BOA VISTA,PITANGUEIRAS,VISTA ALEGRE,ENCANTADO,PORTUGUESA,RIBEIRA,SANTO CRISTO,TOMAS COELHO,COMPLEXO DO ALEMAO,ANDARAI,RICARDO DE ALBUQUERQUE,MAGALHAES BASTOS,VASCO DA GAMA,SAMPAIO,PRAIA DA BANDEIRA,COCOTA,VILA MILITAR,CATETE,VIDIGAL,GAMBOA,VAZ LOBO,CASCADURA,JOA,AGUA SANTA,ZUMBI,BARRA DE GUARATIBA,FREGUESIA-ILHA,CAMPINHO,CIDADE UNIVERSITARIA,CAMPO DOS AFONSOS,ENGENHEIRO LEAL,PAQUETA,SAUDE,Datas
10,1,1,0,0,1,0,0,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-25
11,0,0,0,0,0,0,0,0,1,1,0,4,0,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-26
12,3,2,5,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-03-27
13,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,1,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020-03-28
14,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-29
15,8,0,5,0,0,0,3,2,4,2,1,8,0,0,2,0,0,2,4,1,1,2,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,2,1,0,0,1,0,0,0,1,0,2,0,1,1,0,0,1,0,1,1,3,2,0,1,0,0,0,1,1,0,1,3,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-30
16,2,3,4,2,0,0,1,0,3,2,5,14,0,1,1,0,0,0,4,1,0,1,3,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,5,1,0,4,2,0,0,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-31
17,3,1,4,0,1,1,1,1,1,2,1,3,0,0,2,0,0,1,2,0,1,0,1,0,2,1,0,2,0,1,0,2,0,1,2,0,0,0,0,1,2,0,0,1,3,0,0,1,3,1,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,1,0,0,2,0,1,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2020-04-01
18,6,1,1,0,0,2,0,1,1,1,1,8,0,2,1,1,1,0,7,0,3,0,1,0,0,1,0,0,0,2,2,0,1,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,3,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,0,2,0,1,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,3,0,1,1,1,0,0,0,1,1,1,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-04-02
19,3,1,3,0,0,0,0,2,1,2,0,8,0,0,0,0,0,0,8,2,6,1,0,0,2,0,0,0,0,2,0,1,1,1,0,0,0,0,1,0,6,0,0,0,1,0,1,0,4,0,0,0,2,1,0,1,0,0,0,3,2,1,0,0,1,0,1,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0,3,0,1,0,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-04-03
20,2,0,2,0,0,0,2,0,0,1,5,3,1,0,1,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,2,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-04-04
21,3,0,1,0,0,0,0,0,1,1,0,4,0,2,0,0,0,0,3,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-04-05
22,4,2,8,1,3,0,1,2,6,1,5,4,0,1,1,2,1,1,8,0,5,2,3,1,0,1,6,3,0,4,2,0,2,1,1,1,2,1,0,0,3,0,0,1,0,0,1,0,6,1,2,0,4,0,0,1,0,1,1,4,0,0,0,0,1,0,0,1,0,0,3,0,3,1,2,2,0,2,0,2,1,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,1,0,2,2,1,2,2,0,0,1,2,3,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020-04-06
23,5,3,5,1,1,0,5,0,2,2,6,8,2,2,1,0,0,1,9,0,4,2,3,1,0,2,0,1,2,1,2,2,0,0,3,1,1,0,0,2,8,1,2,2,0,0,1,0,4,0,3,0,4,0,0,0,0,0,0,3,0,1,1,2,1,0,1,1,0,3,0,0,1,0,1,1,0,0,0,0,0,0,1,0,2,2,0,2,0,0,1,0,0,0,0,0,1,1,0,1,2,2,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2020-04-07
24,7,2,9,0,3,2,3,0,2,4,3,11,0,1,2,2,0,0,6,0,3,2,1,1,0,0,2,1,0,1,2,1,0,1,1,1,2,4,1,5,10,0,0,1,1,1,0,0,7,0,0,3,3,1,0,0,0,0,1,3,2,0,0,0,2,0,0,1,1,2,1,1,2,0,2,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,2,2,1,0,2,2,0,0,6,1,1,0,0,1,1,1,2,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2020-04-08
25,4,2,8,2,0,2,2,3,4,3,4,5,0,1,1,0,1,1,8,1,2,1,3,0,1,1,2,3,0,2,3,0,1,1,1,2,3,6,0,1,6,1,1,1,0,3,2,0,2,0,0,0,2,3,0,0,0,0,0,2,0,1,0,0,0,3,0,4,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,0,2,0,0,0,1,3,1,0,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-04-09
26,5,0,0,1,0,0,2,0,1,5,0,4,0,3,2,1,0,1,2,2,3,3,1,1,0,0,2,0,0,0,1,0,0,2,1,0,1,0,0,0,8,0,1,3,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0,0,2,3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-04-10
27,4,0,3,0,0,0,2,0,1,1,0,5,0,0,0,1,0,1,2,2,3,1,2,0,1,1,2,2,0,1,0,0,0,1,0,0,0,2,1,2,5,0,0,1,2,0,0,0,5,1,0,1,4,0,0,1,0,0,1,3,0,0,1,7,0,1,0,2,2,0,1,1,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-04-11
28,3,1,2,1,0,0,0,0,2,1,0,6,0,0,0,0,0,0,5,2,3,0,2,1,0,1,1,0,0,1,1,1,2,2,4,1,0,2,1,0,11,1,1,1,3,1,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,2,0,0,1,6,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,1,1,0,0,0,2,0,0,2,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020-04-12
29,3,5,15,1,1,2,4,3,3,2,6,20,0,4,2,1,0,4,15,1,10,5,4,0,2,1,1,1,0,3,0,0,2,1,6,2,4,4,0,1,13,0,0,1,4,1,2,1,8,0,2,0,3,0,1,2,1,1,0,9,3,0,0,1,5,4,1,2,0,4,3,0,5,2,1,1,0,2,0,4,2,0,1,0,3,1,0,2,1,0,0,1,4,0,0,0,1,0,1,2,2,2,0,1,0,0,7,1,1,0,3,0,2,5,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2020-04-13
30,2,2,2,1,0,1,3,1,2,1,4,14,0,3,3,1,0,2,3,3,4,1,1,0,1,1,4,5,0,0,3,1,2,2,3,2,1,5,0,2,13,1,0,4,2,0,2,0,8,2,0,1,3,0,0,0,0,1,1,2,0,0,0,2,1,0,0,2,1,2,2,3,6,3,4,0,0,1,0,1,2,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,3,2,1,1,0,0,2,2,2,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2020-04-14
31,5,2,5,0,1,2,4,1,9,3,6,10,1,4,3,1,0,2,18,8,5,0,2,0,0,3,1,1,1,1,0,1,2,0,1,4,1,4,1,0,11,0,3,5,1,2,1,0,7,1,1,0,6,1,0,0,0,0,1,4,2,1,1,0,0,1,1,0,2,2,2,1,3,0,1,0,0,1,0,1,0,0,0,0,3,0,0,3,2,0,0,0,2,3,1,0,0,1,0,0,2,0,1,0,1,0,5,0,0,1,0,0,0,4,1,0,1,0,1,1,0,0,0,0,1,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,2020-04-15
32,11,5,10,1,2,2,2,0,7,3,4,20,0,2,1,0,1,5,13,3,2,5,3,2,0,1,1,2,0,1,3,0,1,2,2,1,4,3,0,1,9,0,1,5,3,1,0,0,4,0,0,0,5,0,0,0,0,0,1,4,2,0,1,0,0,1,2,0,3,4,2,0,3,1,4,0,0,1,1,2,1,0,1,0,1,1,1,1,3,1,0,0,3,0,0,0,0,2,0,0,0,2,1,1,0,0,0,2,4,0,0,0,2,0,2,1,2,0,1,2,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2020-04-16
