,COPACABANA,SAO CONRADO,JARDIM BOTANICO,COSMOS,LEBLON,LAGOA,IPANEMA,BOTAFOGO,RECREIO DOS BANDEIRANTES,FREGUESIA-JPA,PACIENCIA,BARRA DA TIJUCA,COSME VELHO,LEME,FLAMENGO,TAQUARA,INHAUMA,MARACANA,GAVEA,HUMAITA,GRAJAU,ANIL,ROCHA MIRANDA,BANGU,RAMOS,TIJUCA,VILA ISABEL,MANGUINHOS,CENTRO,CAJU,VILA DA PENHA,GAMBOA,LARANJEIRAS,CAMPO GRANDE,ANDARAI,RIACHUELO,JACAREPAGUA,JOA,SAO CRISTOVAO,MEIER,RIO COMPRIDO,PADRE MIGUEL,SEPETIBA,MADUREIRA,ITANHANGA,PIEDADE,CIDADE DE DEUS,SANTA TERESA,PAQUETA,URCA,QUINTINO BOCAIUVA,SAUDE,PECHINCHA,CATETE,GUADALUPE,CACHAMBI,LINS DE VASCONCELOS,PILARES,VILA VALQUEIRE,OLARIA,CURICICA,COELHO NETO,REALENGO,GUARATIBA,PARADA DE LUCAS,PAVUNA,VIDIGAL,MARECHAL HERMES,BENFICA,ENGENHO NOVO,JARDIM GUANABARA,PENHA,VIGARIO GERAL,FREGUESIA-ILHA,MANGUEIRA,SANTISSIMO,ENGENHO DA RAINHA,PRACA DA BANDEIRA,DEODORO,BENTO RIBEIRO,BONSUCESSO,ANCHIETA,ROCHA,COMPLEXO DO ALEMAO,PRACA SECA,COSTA BARROS,COLEGIO,VARGEM PEQUENA,VAZ LOBO,IRAJA,BRAS DE PINA,VISTA ALEGRE,BANCARIOS,SENADOR CAMARA,CAMORIM,HONORIO GURGEL,BARROS FILHO,JACARE,SANTA CRUZ,PORTUGUESA,CASCADURA,TURIACU,ESTACIO,DEL CASTILHO,VARGEM GRANDE,JARDIM SULACAP,HIGIENOPOLIS,SAMPAIO,TOMAS COELHO,CORDOVIL,CATUMBI,CAVALCANTE,CIDADE NOVA,AGUA SANTA,VILA KOSMOS,INHOAIBA,ROCINHA,TODOS OS SANTOS,JARDIM CARIOCA,CACUIA,PENHA CIRCULAR,VICENTE DE CARVALHO,TANQUE,PITANGUEIRAS,MARE,ABOLICAO,MAGALHAES BASTOS,PRAIA DA BANDEIRA,ENGENHO DE DENTRO,GARDENIA AZUL,TAUA,RIBEIRA,ALTO DA BOA VISTA,SENADOR VASCONCELOS,OSWALDO CRUZ,PEDRA DE GUARATIBA,JARDIM AMERICA,ACARI,SAO FRANCISCO XAVIER,ENCANTADO,CAMPINHO,RICARDO ALBUQUERQUE,MONERO,GLORIA,PARQUE ANCHIETA,CIDADE UNIVERSITARIA,SANTO CRISTO,GALEAO,VILA KENNEDY,CAMPO DOS AFONSOS,MARIA DA GRACA,COCOTA,JACAREZINHO,ENGENHEIRO LEAL,BARRA DE GUARATIBA,ZUMBI,Datas
51,230,32,41,19,122,61,105,130,71,36,22,264,8,16,77,47,33,20,29,18,27,22,18,101,34,145,65,13,49,7,20,1,47,137,19,6,85,2,23,54,29,29,9,20,27,27,10,20,1,7,10,1,26,21,19,20,14,10,27,33,14,21,75,17,12,41,5,31,19,38,24,32,17,16,11,24,16,9,8,18,45,33,10,2,27,13,18,4,17,59,36,11,7,18,4,8,10,9,49,15,10,2,10,19,8,7,9,7,9,20,9,7,1,2,7,9,50,8,9,4,18,15,8,6,19,9,9,3,20,8,10,3,6,10,12,8,17,9,3,3,10,9,2,7,4,2,8,8,2,2,2,1,2,1,1,1,2020-04-17
52,233,32,43,19,124,61,105,131,74,38,24,270,8,16,78,48,35,20,29,18,27,22,18,101,36,147,65,14,49,7,20,1,47,140,21,6,86,2,23,56,29,29,9,20,27,27,10,20,1,7,10,1,26,21,19,20,14,10,27,33,15,21,75,17,12,41,5,32,19,38,24,32,17,17,11,24,16,9,9,19,47,33,10,2,27,13,18,4,17,59,36,12,7,18,4,8,10,9,52,15,10,2,10,19,8,7,9,7,9,20,9,7,1,2,7,10,51,9,9,4,18,15,8,6,19,9,9,3,20,8,11,3,6,10,12,8,17,9,3,3,10,9,2,7,4,2,10,8,2,2,2,1,2,1,1,1,2020-04-18
53,238,32,43,19,126,61,105,134,75,38,27,279,8,16,78,48,36,21,29,18,29,22,18,104,37,168,67,14,51,7,20,1,47,140,21,6,86,2,23,58,29,29,10,20,27,30,10,20,1,7,10,1,27,21,20,20,14,10,27,33,15,21,77,17,12,42,5,32,19,38,24,32,19,17,12,24,16,9,9,19,47,33,10,2,27,13,18,4,18,59,36,12,7,18,4,8,10,10,52,15,10,2,10,19,8,7,9,7,9,20,9,7,1,2,7,10,51,9,9,4,18,15,9,6,19,9,9,3,20,8,11,3,6,10,12,8,17,9,3,3,10,9,2,7,4,2,10,8,2,2,2,1,2,1,1,1,2020-04-19
54,259,33,44,20,131,65,110,142,82,40,28,297,8,17,82,52,38,21,31,19,29,23,18,111,38,177,76,14,52,8,21,1,49,152,22,6,89,2,25,59,31,29,11,21,28,31,10,21,1,8,10,1,28,22,20,21,14,11,27,33,15,21,81,19,12,44,7,33,19,41,28,34,20,17,14,25,16,9,11,20,49,36,10,2,27,14,18,4,18,59,36,12,7,18,4,8,10,10,55,17,12,2,12,19,8,8,9,7,10,20,9,7,1,2,8,12,52,10,9,4,19,15,12,7,19,9,9,3,22,9,12,3,7,11,12,8,17,10,3,5,10,10,2,8,4,3,10,8,2,2,2,2,2,1,1,1,2020-04-20
55,265,34,44,20,135,65,112,150,87,41,34,303,8,18,84,58,40,22,31,21,30,24,20,116,40,184,79,15,54,8,22,1,51,161,22,8,96,2,27,63,36,30,12,21,30,32,12,21,1,8,12,1,31,22,22,22,14,12,29,35,17,22,91,20,12,48,8,35,19,43,29,39,21,18,17,28,16,9,11,20,54,39,10,2,28,14,19,4,20,59,38,14,8,22,4,8,10,12,60,17,13,2,13,20,9,9,9,7,10,20,12,7,1,2,8,12,57,11,15,5,19,15,12,7,21,12,10,3,24,10,15,3,7,12,14,8,18,10,3,5,10,11,2,8,4,3,13,8,2,2,2,2,3,1,1,1,2020-04-21
56,271,34,44,21,135,66,113,153,89,43,35,303,9,18,85,63,41,23,33,22,30,25,22,119,40,186,79,17,55,8,25,1,51,175,23,8,102,2,27,64,39,33,14,22,30,33,18,21,1,8,12,1,32,22,22,23,15,12,31,35,19,23,95,22,13,52,8,36,21,44,29,42,22,18,19,30,16,9,12,21,58,41,10,2,29,14,22,4,20,64,38,15,8,22,4,10,11,12,63,17,13,2,13,20,9,9,10,7,11,23,12,7,1,2,9,12,58,11,16,7,19,17,12,7,21,13,10,3,24,10,15,3,8,12,14,8,20,11,3,7,10,11,2,8,4,3,13,8,2,2,2,2,3,1,1,1,2020-04-22
57,273,34,44,21,136,66,114,153,89,43,35,304,9,18,86,64,41,23,33,22,30,25,24,122,40,188,79,17,56,8,25,1,51,179,24,8,104,2,27,65,39,33,14,22,30,33,18,21,1,8,12,1,33,23,22,23,15,12,31,35,19,23,95,23,14,53,8,36,21,45,29,42,22,18,19,30,17,9,12,21,60,41,10,2,29,15,22,4,20,65,39,15,8,22,4,10,13,12,63,17,13,2,13,20,9,9,10,7,11,23,12,7,1,2,9,12,58,11,16,7,19,17,13,7,21,13,10,3,24,10,18,3,8,12,14,8,20,12,3,7,11,11,2,8,4,3,13,8,2,2,2,2,3,1,1,1,2020-04-23
58,284,34,45,21,137,66,115,155,89,44,38,308,10,18,86,65,43,23,33,22,30,25,24,125,40,189,82,17,57,8,25,1,52,186,24,9,105,2,28,68,40,33,16,22,30,35,18,22,1,8,13,1,33,23,25,23,15,14,34,38,19,23,96,24,14,53,8,37,22,45,31,45,24,19,20,30,18,9,12,22,67,43,10,3,29,15,22,4,20,65,39,15,9,22,4,10,13,14,66,17,13,2,13,20,9,11,11,7,11,24,12,8,1,2,9,12,59,11,16,9,19,17,13,7,22,13,10,3,24,10,19,3,8,12,15,8,20,12,3,8,11,11,2,9,4,3,13,8,2,2,2,2,3,1,1,1,2020-04-24
59,288,34,45,22,137,67,117,158,89,46,38,310,10,18,87,67,43,24,34,22,30,26,29,132,42,192,82,18,58,8,25,2,53,198,27,9,108,2,30,71,41,34,16,22,30,36,20,27,1,8,13,1,34,24,26,23,16,14,34,39,22,24,103,26,15,56,8,38,22,46,32,48,25,21,21,31,18,9,12,24,69,43,10,4,32,18,24,4,20,70,39,15,9,23,4,10,13,15,69,18,14,3,13,21,9,11,12,7,11,25,12,8,1,2,9,13,62,11,18,9,19,18,13,7,24,15,11,4,25,14,21,3,8,15,16,8,25,12,3,9,11,11,2,9,5,3,14,8,2,2,3,3,3,1,1,1,2020-04-25
60,300,35,45,22,143,67,121,162,92,46,39,319,10,19,89,69,44,25,39,24,30,28,29,134,42,196,82,19,62,9,25,2,53,201,28,9,113,2,32,73,41,34,18,22,31,36,20,27,1,9,14,1,34,24,26,24,17,14,35,40,23,24,107,27,15,57,8,38,22,46,32,51,25,22,22,32,18,9,12,24,71,43,10,4,32,18,24,4,20,72,39,15,9,23,4,10,13,15,77,20,14,3,14,21,9,12,13,7,12,25,13,8,1,2,9,14,65,13,20,9,19,19,14,7,25,16,11,5,26,15,21,3,8,15,17,8,25,12,3,9,11,12,2,9,5,3,15,8,2,2,4,3,3,1,1,1,2020-04-26
61,303,35,45,25,147,67,126,164,94,47,41,321,10,20,91,73,44,26,41,25,31,32,31,142,46,199,84,19,63,9,29,2,54,210,29,9,115,2,33,75,41,36,18,25,32,39,20,27,1,9,14,1,34,24,26,25,17,16,37,43,23,25,111,29,16,58,9,39,23,49,34,58,25,23,22,34,21,9,12,25,77,46,10,4,33,21,25,4,20,75,41,15,9,25,4,12,14,18,84,20,14,3,15,21,10,12,13,7,13,27,13,8,1,2,9,14,71,14,21,11,21,21,15,7,28,16,11,5,29,15,23,3,8,16,21,10,31,13,3,9,12,13,2,9,6,4,15,8,2,2,4,3,4,1,1,1,2020-04-27
62,303,35,45,25,148,67,126,164,95,47,41,321,10,20,91,73,44,26,41,25,31,32,31,142,46,200,84,19,63,9,29,2,54,210,29,9,115,2,33,75,41,36,18,25,32,39,20,27,1,9,14,1,34,24,26,25,17,16,37,43,23,25,111,29,16,58,9,39,23,49,34,58,25,23,22,34,21,10,12,25,77,46,10,4,33,21,25,4,20,75,41,15,9,25,4,12,14,18,85,20,14,3,15,21,10,12,13,7,13,27,13,8,1,2,9,14,71,14,21,11,21,21,15,7,28,16,11,5,30,15,23,3,8,16,21,10,31,13,3,9,12,13,2,9,6,4,15,8,2,2,4,3,4,1,1,1,2020-04-28
63,305,35,46,28,148,67,127,165,95,48,43,324,10,20,91,78,44,27,41,25,31,33,31,144,46,203,84,20,64,9,29,2,54,214,29,9,116,2,34,75,41,36,18,25,32,40,20,28,1,9,14,1,34,25,27,25,17,16,38,44,23,26,113,29,16,59,9,39,24,49,36,62,26,24,22,34,22,10,12,25,77,47,10,4,33,21,26,4,20,75,43,15,9,28,4,12,14,19,88,20,14,3,15,21,10,12,14,7,13,28,13,8,1,2,9,15,71,14,21,11,21,21,16,7,28,16,11,5,32,15,24,3,8,16,21,10,31,14,3,9,12,13,2,9,6,4,15,8,2,2,4,3,4,1,1,1,2020-04-29
64,305,35,46,28,148,67,127,165,95,48,43,324,10,20,91,78,44,27,41,25,31,33,31,144,46,203,84,20,64,9,29,2,54,214,29,9,116,2,34,75,41,36,18,25,32,40,20,28,1,9,14,1,34,25,27,25,17,16,39,44,23,26,114,29,16,59,9,39,24,49,36,62,26,24,22,34,22,10,12,25,77,47,10,4,33,21,26,4,20,75,43,15,9,28,4,12,14,19,88,20,14,3,15,21,10,12,14,7,13,28,13,8,1,2,9,15,71,14,21,11,21,22,16,7,28,16,11,5,32,15,24,3,8,16,21,10,31,14,3,9,12,13,2,9,6,4,15,8,2,2,4,3,4,1,1,1,2020-04-30
65,305,35,46,28,148,67,127,166,95,48,44,324,10,20,91,80,44,27,41,25,31,33,32,145,46,206,84,20,64,9,29,2,54,214,29,9,118,2,34,76,41,38,18,25,32,40,20,28,1,9,14,1,34,25,27,27,17,16,40,44,23,26,114,29,16,60,11,39,24,49,36,63,26,24,22,34,22,10,12,25,77,47,10,4,33,21,26,5,20,75,43,15,9,28,4,12,14,19,89,21,14,3,15,21,10,12,14,7,13,28,13,8,1,2,9,16,74,14,21,11,21,22,16,7,28,16,11,5,32,15,25,3,8,16,21,10,31,14,3,9,12,13,2,9,6,4,15,8,2,2,4,3,4,1,1,1,2020-05-01
66,314,35,47,30,148,67,127,170,102,50,47,327,10,20,92,87,45,28,43,26,32,33,34,161,50,210,88,24,64,11,31,2,55,225,30,10,123,2,36,79,43,44,20,27,32,41,21,30,1,10,15,1,34,25,29,28,18,19,45,50,23,28,130,31,17,63,11,41,25,51,36,65,26,26,22,34,22,10,12,27,81,47,10,5,37,22,28,5,20,82,47,16,9,30,6,12,15,23,97,21,17,5,17,23,11,13,14,7,15,30,15,8,2,3,9,16,76,15,21,12,24,22,17,8,30,18,12,5,33,16,26,3,8,16,22,10,31,15,3,13,12,13,3,9,7,4,17,8,2,2,4,4,4,1,1,1,2020-05-02
