total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25 a 29,30 a 34,35 a 39,40 a 44,45 a 49,50 a 54,55 a 59,60 a 64,65 a 69,70 a 74,75 a 79,80 a 84,85 a 89,90 a 94,95 a 99,100 
6320446, 72828,72657,71632,72365,74550,77218,76536,77789,78054,86162,96891,92142,93045,91692,92797,94867,91949,91276,92308,93750,100108,100552,102269,99886,105892,551103,524455,468531,439691,436796,410129,349675,279122,206203,170853,129430,90230,43786,16205,4259,763
