Data,TURIACU,RICARDO ALBUQUERQUE,PARQUE ANCHIETA,INDEFINIDO,FREGUESIA-ILHA,SAO CONRADO,ENGENHO DA RAINHA,TAQUARA,BENFICA,PIEDADE,COMPLEXO DO ALEMAO,GAMBOA,RIO COMPRIDO,COLEGIO,BRAS DE PINA,COELHO NETO,PRACA SECA,TIJUCA,ANCHIETA,PAVUNA,AGUA SANTA,PEDRA DE GUARATIBA,SANTA CRUZ,CATUMBI,ACARI,LEME,CURICICA,LARANJEIRAS,PILARES,IPANEMA,PENHA CIRCULAR,BONSUCESSO,SANTA TERESA,PACIENCIA,CAMPINHO,JACAREPAGUA,REALENGO,INHOAIBA,TAUA,MARIA DA GRACA,MARACANA,BARRA DA TIJUCA,BOTAFOGO,COCOTA,GARDENIA AZUL,ROCHA MIRANDA,OLARIA,ALTO DA BOA VISTA,TOMAS COELHO,PRACA DA BANDEIRA,VIGARIO GERAL,GAVEA,GUARATIBA,CAMPO GRANDE,VICENTE DE CARVALHO,BARROS FILHO,MARE,COSMOS,JACAREZINHO,INHAUMA,LAGOA,JARDIM BOTANICO,VIDIGAL,BARRA DE GUARATIBA,VASCO DA GAMA,PARADA DE LUCAS,IRAJA,COPACABANA,ENGENHEIRO LEAL,CATETE,SAO CRISTOVAO,VARGEM GRANDE,GLORIA,GALEAO,JARDIM SULACAP,ENGENHO DE DENTRO,MEIER,SENADOR VASCONCELOS,ZUMBI,PITANGUEIRAS,JARDIM AMERICA,SAO FRANCISCO XAVIER,QUINTINO BOCAIUVA,VAZ LOBO,MANGUEIRA,VILA DA PENHA,SAMPAIO,CORDOVIL,CAVALCANTE,PARQUE COLUMBIA,PADRE MIGUEL,TODOS OS SANTOS,MAGALHAES BASTOS,CAMPO DOS AFONSOS,JOA,RAMOS,LINS DE VASCONCELOS,PORTUGUESA,MONERO,CIDADE UNIVERSITARIA,ABOLICAO,PECHINCHA,FORA DO MUNICÍPIO,MADUREIRA,JARDIM CARIOCA,VILA VALQUEIRE,FREGUESIA-JPA,PRAIA DA BANDEIRA,CAJU,COMPLEXO DA MARE,URCA,JACARE,VILA MILITAR,LEBLON,CIDADE DE DEUS,TANQUE,SANTISSIMO,HIGIENOPOLIS,VILA KOSMOS,SAUDE,ENGENHO NOVO,ITANHANGA,BANGU,ENCANTADO,VILA KENNEDY,SENADOR CAMARA,VILA ISABEL,COSME VELHO,CIDADE NOVA,VISTA ALEGRE,GRAJAU,FLAMENGO,DEODORO,BANCARIOS,ROCINHA,HONORIO GURGEL,JARDIM GUANABARA,VARGEM PEQUENA,RECREIO DOS BANDEIRANTES,MARECHAL HERMES,ROCHA,ANDARAI,BENTO RIBEIRO,PENHA,OSWALDO CRUZ,COSTA BARROS,RIACHUELO,PAQUETA,MANGUINHOS,CACHAMBI,SEPETIBA,RIBEIRA,DEL CASTILHO,GUADALUPE,ESTACIO,HUMAITA,CAMORIM,CACUIA,CENTRO,CASCADURA,ANIL,SANTO CRISTO
24/04/2020,7.0,7.0,7.0,2005.0,16.0,38.0,21.0,73.0,22.0,37.0,3.0,2.0,43.0,28.0,30.0,29.0,30.0,209.0,46.0,53.0,3.0,9.0,70.0,15.0,16.0,23.0,21.0,61.0,18.0,130.0,18.0,76.0,28.0,51.0,9.0,109.0,111.0,20.0,20.0,5.0,25.0,318.0,174.0,5.0,11.0,29.0,51.0,10.0,13.0,7.0,28.0,43.0,33.0,227.0,20.0,13.0,29.0,28.0,3.0,46.0,68.0,51.0,9.0,1.0,2.0,16.0,83.0,334.0,1.0,22.0,34.0,10.0,14.0,10.0,11.0,32.0,75.0,15.0,2.0,7.0,25.0,4.0,12.0,20.0,21.0,28.0,6.0,25.0,4.0,0.0,41.0,15.0,11.0,2.0,2.0,50.0,16.0,21.0,2.0,3.0,16.0,37.0,137.0,21.0,23.0,32.0,38.0,4.0,9.0,2.0,9.0,16.0,1.0,144.0,18.0,17.0,32.0,13.0,10.0,1.0,50.0,29.0,150.0,10.0,2.0,33.0,89.0,13.0,1.0,12.0,30.0,92.0,11.0,10.0,77.0,14.0,33.0,3.0,98.0,40.0,11.0,25.0,24.0,49.0,25.0,21.0,12.0,1.0,23.0,28.0,22.0,3.0,24.0,27.0,12.0,28.0,4.0,8.0,61.0,16.0,31.0,14.0
25/04/2020,7.0,7.0,8.0,2112.0,17.0,38.0,22.0,75.0,22.0,38.0,4.0,3.0,43.0,29.0,30.0,30.0,33.0,212.0,46.0,55.0,3.0,9.0,73.0,15.0,16.0,23.0,24.0,62.0,18.0,132.0,18.0,78.0,31.0,52.0,9.0,112.0,115.0,21.0,22.0,5.0,25.0,321.0,176.0,6.0,15.0,33.0,51.0,10.0,13.0,7.0,29.0,44.0,35.0,236.0,20.0,13.0,30.0,28.0,3.0,47.0,69.0,51.0,9.0,1.0,2.0,16.0,88.0,339.0,1.0,23.0,35.0,10.0,14.0,10.0,11.0,33.0,78.0,16.0,2.0,7.0,28.0,4.0,12.0,20.0,22.0,28.0,6.0,25.0,4.0,0.0,42.0,15.0,12.0,2.0,2.0,51.0,17.0,22.0,2.0,3.0,18.0,39.0,137.0,21.0,26.0,32.0,40.0,5.0,9.0,2.0,9.0,18.0,1.0,144.0,19.0,17.0,33.0,14.0,10.0,1.0,51.0,29.0,156.0,11.0,2.0,34.0,89.0,14.0,1.0,12.0,30.0,93.0,12.0,10.0,80.0,14.0,34.0,3.0,98.0,41.0,11.0,28.0,25.0,52.0,26.0,24.0,12.0,1.0,24.0,28.0,22.0,3.0,24.0,28.0,12.0,28.0,4.0,8.0,62.0,17.0,32.0,15.0
26/04/2020,7.0,8.0,8.0,2150.0,18.0,39.0,22.0,77.0,22.0,38.0,4.0,3.0,43.0,29.0,30.0,30.0,33.0,218.0,46.0,55.0,3.0,9.0,80.0,16.0,16.0,23.0,25.0,62.0,20.0,136.0,18.0,79.0,31.0,52.0,9.0,117.0,121.0,22.0,22.0,6.0,26.0,331.0,180.0,6.0,16.0,33.0,51.0,10.0,15.0,7.0,29.0,48.0,36.0,238.0,21.0,13.0,30.0,28.0,3.0,48.0,69.0,51.0,9.0,1.0,2.0,16.0,91.0,351.0,1.0,23.0,37.0,10.0,14.0,10.0,12.0,34.0,81.0,16.0,2.0,7.0,28.0,4.0,13.0,20.0,23.0,28.0,6.0,25.0,4.0,0.0,42.0,16.0,12.0,2.0,2.0,51.0,19.0,24.0,2.0,3.0,19.0,39.0,137.0,21.0,28.0,33.0,40.0,6.0,10.0,2.0,10.0,18.0,1.0,149.0,19.0,17.0,33.0,15.0,10.0,1.0,51.0,30.0,159.0,11.0,2.0,35.0,89.0,14.0,1.0,12.0,31.0,96.0,12.0,10.0,81.0,14.0,34.0,3.0,101.0,42.0,11.0,29.0,25.0,54.0,27.0,24.0,12.0,1.0,25.0,29.0,23.0,3.0,24.0,28.0,13.0,29.0,4.0,8.0,67.0,17.0,34.0,16.0
27/04/2020,7.0,9.0,9.0,2424.0,19.0,40.0,24.0,83.0,23.0,39.0,4.0,3.0,44.0,31.0,31.0,30.0,34.0,226.0,48.0,55.0,3.0,9.0,89.0,16.0,17.0,24.0,25.0,65.0,23.0,142.0,20.0,86.0,31.0,56.0,9.0,120.0,125.0,22.0,24.0,6.0,26.0,337.0,182.0,6.0,16.0,35.0,54.0,10.0,16.0,7.0,29.0,49.0,38.0,247.0,23.0,14.0,33.0,31.0,4.0,49.0,70.0,51.0,10.0,1.0,2.0,18.0,96.0,366.0,1.0,24.0,38.0,11.0,14.0,10.0,12.0,36.0,85.0,17.0,2.0,7.0,32.0,4.0,13.0,20.0,24.0,31.0,6.0,27.0,4.0,0.0,43.0,17.0,12.0,2.0,2.0,55.0,19.0,24.0,2.0,4.0,19.0,39.0,137.0,23.0,30.0,35.0,41.0,6.0,10.0,2.0,10.0,19.0,1.0,155.0,20.0,18.0,36.0,15.0,10.0,1.0,55.0,31.0,167.0,11.0,2.0,36.0,92.0,14.0,1.0,12.0,33.0,100.0,12.0,10.0,86.0,15.0,36.0,3.0,102.0,43.0,11.0,30.0,27.0,61.0,31.0,26.0,12.0,1.0,25.0,31.0,23.0,3.0,25.0,28.0,14.0,31.0,4.0,10.0,67.0,17.0,37.0,16.0
28/04/2020,7.0,9.0,9.0,2564.0,19.0,40.0,24.0,83.0,23.0,40.0,4.0,3.0,44.0,31.0,31.0,30.0,34.0,229.0,49.0,55.0,3.0,9.0,91.0,16.0,17.0,24.0,25.0,65.0,23.0,143.0,20.0,86.0,31.0,56.0,9.0,122.0,125.0,22.0,24.0,6.0,26.0,340.0,184.0,6.0,16.0,35.0,56.0,10.0,16.0,9.0,29.0,50.0,39.0,249.0,23.0,14.0,33.0,31.0,4.0,50.0,70.0,52.0,10.0,1.0,2.0,18.0,97.0,370.0,1.0,25.0,39.0,11.0,14.0,10.0,12.0,37.0,85.0,17.0,2.0,7.0,32.0,4.0,13.0,20.0,24.0,31.0,6.0,27.0,4.0,0.0,43.0,17.0,12.0,2.0,2.0,55.0,19.0,24.0,2.0,4.0,19.0,39.0,137.0,23.0,31.0,35.0,41.0,7.0,10.0,2.0,10.0,20.0,1.0,157.0,20.0,18.0,36.0,16.0,11.0,1.0,55.0,31.0,169.0,11.0,2.0,36.0,93.0,14.0,1.0,12.0,33.0,103.0,12.0,10.0,86.0,15.0,36.0,3.0,103.0,45.0,11.0,30.0,29.0,61.0,31.0,26.0,12.0,1.0,25.0,31.0,23.0,3.0,25.0,29.0,14.0,33.0,4.0,10.0,67.0,17.0,37.0,16.0
29/04/2020,7.0,9.0,9.0,2788.0,20.0,40.0,25.0,87.0,24.0,40.0,4.0,3.0,44.0,32.0,33.0,31.0,34.0,236.0,50.0,57.0,3.0,10.0,93.0,16.0,19.0,24.0,25.0,66.0,23.0,144.0,20.0,87.0,33.0,57.0,9.0,123.0,128.0,22.0,25.0,6.0,27.0,344.0,186.0,6.0,16.0,37.0,57.0,10.0,16.0,9.0,30.0,50.0,40.0,252.0,23.0,14.0,33.0,34.0,4.0,50.0,70.0,54.0,11.0,1.0,2.0,18.0,98.0,377.0,1.0,26.0,40.0,11.0,14.0,10.0,12.0,39.0,85.0,17.0,2.0,7.0,32.0,4.0,13.0,20.0,24.0,32.0,6.0,28.0,4.0,0.0,43.0,17.0,12.0,2.0,2.0,55.0,19.0,24.0,2.0,4.0,19.0,39.0,137.0,23.0,32.0,36.0,41.0,7.0,10.0,2.0,10.0,21.0,2.0,158.0,20.0,19.0,36.0,17.0,11.0,1.0,55.0,31.0,173.0,11.0,2.0,39.0,93.0,14.0,1.0,12.0,33.0,104.0,12.0,10.0,86.0,15.0,38.0,3.0,104.0,46.0,11.0,30.0,29.0,64.0,31.0,26.0,12.0,1.0,27.0,31.0,23.0,3.0,26.0,30.0,15.0,34.0,4.0,10.0,69.0,18.0,38.0,16.0
30/04/2020,7.0,9.0,9.0,3172.0,20.0,41.0,25.0,87.0,24.0,42.0,4.0,3.0,44.0,32.0,33.0,32.0,34.0,237.0,50.0,58.0,3.0,10.0,94.0,16.0,19.0,24.0,25.0,68.0,23.0,145.0,20.0,87.0,33.0,57.0,9.0,123.0,130.0,22.0,25.0,6.0,27.0,345.0,192.0,6.0,16.0,38.0,57.0,10.0,16.0,9.0,31.0,50.0,40.0,253.0,24.0,14.0,34.0,34.0,4.0,50.0,70.0,56.0,11.0,1.0,2.0,18.0,98.0,380.0,1.0,26.0,41.0,11.0,14.0,10.0,12.0,40.0,85.0,17.0,2.0,7.0,32.0,4.0,13.0,20.0,24.0,33.0,6.0,29.0,4.0,0.0,43.0,18.0,12.0,2.0,2.0,55.0,19.0,24.0,2.0,4.0,19.0,39.0,137.0,23.0,32.0,37.0,41.0,7.0,10.0,2.0,10.0,21.0,2.0,158.0,20.0,19.0,36.0,18.0,11.0,1.0,55.0,31.0,174.0,11.0,2.0,39.0,93.0,14.0,1.0,12.0,33.0,107.0,12.0,10.0,86.0,15.0,38.0,4.0,104.0,46.0,11.0,30.0,29.0,64.0,31.0,26.0,12.0,1.0,27.0,31.0,23.0,3.0,26.0,30.0,15.0,35.0,4.0,10.0,70.0,19.0,38.0,16.0
01/05/2020,7.0,9.0,9.0,3277.0,20.0,41.0,25.0,89.0,24.0,42.0,4.0,3.0,44.0,32.0,33.0,32.0,34.0,241.0,50.0,59.0,3.0,10.0,95.0,16.0,19.0,24.0,25.0,68.0,23.0,145.0,20.0,87.0,33.0,58.0,9.0,124.0,130.0,22.0,26.0,6.0,27.0,345.0,194.0,6.0,16.0,39.0,57.0,10.0,16.0,9.0,31.0,50.0,41.0,253.0,24.0,14.0,34.0,34.0,4.0,50.0,70.0,56.0,11.0,1.0,2.0,18.0,98.0,380.0,1.0,26.0,41.0,11.0,14.0,10.0,12.0,40.0,86.0,17.0,2.0,7.0,32.0,4.0,13.0,20.0,24.0,33.0,6.0,29.0,4.0,0.0,44.0,18.0,12.0,2.0,2.0,55.0,19.0,25.0,2.0,4.0,19.0,39.0,137.0,23.0,32.0,38.0,41.0,7.0,10.0,2.0,10.0,21.0,2.0,158.0,20.0,19.0,36.0,18.0,11.0,1.0,55.0,31.0,175.0,11.0,2.0,39.0,93.0,14.0,1.0,13.0,33.0,107.0,12.0,10.0,86.0,15.0,38.0,5.0,104.0,46.0,11.0,30.0,29.0,65.0,31.0,26.0,12.0,1.0,28.0,32.0,23.0,3.0,27.0,30.0,15.0,35.0,4.0,10.0,70.0,19.0,38.0,16.0
02/05/2020,9.0,9.0,10.0,3431.0,22.0,41.0,25.0,97.0,25.0,43.0,5.0,3.0,46.0,33.0,37.0,34.0,38.0,245.0,51.0,62.0,4.0,10.0,104.0,17.0,19.0,24.0,25.0,69.0,26.0,145.0,23.0,92.0,35.0,60.0,9.0,129.0,145.0,22.0,27.0,6.0,28.0,348.0,199.0,7.0,17.0,41.0,63.0,10.0,18.0,9.0,31.0,52.0,43.0,261.0,24.0,15.0,36.0,36.0,4.0,51.0,70.0,57.0,11.0,1.0,2.0,19.0,104.0,387.0,1.0,26.0,42.0,12.0,14.0,10.0,13.0,41.0,88.0,17.0,2.0,7.0,32.0,4.0,14.0,20.0,24.0,35.0,6.0,31.0,4.0,0.0,49.0,19.0,13.0,2.0,2.0,58.0,20.0,25.0,3.0,4.0,20.0,39.0,137.0,25.0,32.0,45.0,43.0,7.0,12.0,2.0,10.0,25.0,2.0,158.0,21.0,20.0,36.0,18.0,11.0,1.0,57.0,31.0,187.0,15.0,2.0,39.0,97.0,14.0,2.0,14.0,34.0,107.0,12.0,10.0,88.0,15.0,38.0,5.0,110.0,47.0,11.0,30.0,30.0,68.0,32.0,26.0,13.0,1.0,30.0,33.0,24.0,3.0,28.0,32.0,17.0,35.0,6.0,11.0,70.0,22.0,38.0,18.0
03/05/2020,9.0,9.0,10.0,3471.0,22.0,41.0,25.0,97.0,25.0,43.0,5.0,3.0,46.0,33.0,37.0,34.0,38.0,245.0,51.0,62.0,4.0,10.0,104.0,17.0,19.0,24.0,25.0,69.0,26.0,145.0,23.0,92.0,35.0,60.0,9.0,130.0,146.0,22.0,27.0,6.0,28.0,348.0,199.0,7.0,17.0,41.0,63.0,10.0,18.0,9.0,31.0,52.0,44.0,261.0,24.0,15.0,36.0,36.0,4.0,51.0,70.0,57.0,11.0,1.0,2.0,19.0,104.0,387.0,1.0,26.0,42.0,12.0,14.0,10.0,13.0,41.0,88.0,17.0,2.0,7.0,32.0,4.0,14.0,20.0,24.0,35.0,6.0,31.0,4.0,0.0,49.0,19.0,13.0,2.0,2.0,58.0,20.0,25.0,3.0,4.0,20.0,39.0,137.0,25.0,32.0,45.0,43.0,7.0,12.0,2.0,10.0,25.0,2.0,158.0,21.0,20.0,36.0,18.0,11.0,1.0,57.0,31.0,187.0,15.0,2.0,39.0,97.0,14.0,2.0,14.0,34.0,107.0,12.0,10.0,88.0,15.0,38.0,5.0,110.0,47.0,11.0,30.0,30.0,68.0,32.0,26.0,13.0,1.0,30.0,33.0,24.0,3.0,28.0,32.0,17.0,35.0,6.0,11.0,70.0,22.0,38.0,18.0
04/05/2020,9.0,9.0,10.0,3484.0,22.0,41.0,25.0,97.0,25.0,44.0,5.0,3.0,46.0,34.0,37.0,35.0,38.0,246.0,51.0,63.0,4.0,10.0,104.0,17.0,19.0,24.0,26.0,70.0,26.0,148.0,23.0,92.0,35.0,62.0,9.0,130.0,146.0,22.0,27.0,6.0,28.0,350.0,200.0,7.0,17.0,41.0,63.0,10.0,18.0,10.0,31.0,52.0,44.0,263.0,24.0,15.0,36.0,37.0,4.0,51.0,71.0,57.0,11.0,1.0,2.0,19.0,105.0,391.0,1.0,27.0,43.0,12.0,15.0,10.0,13.0,42.0,89.0,17.0,2.0,8.0,32.0,4.0,14.0,20.0,24.0,35.0,6.0,31.0,4.0,1.0,49.0,19.0,13.0,2.0,3.0,58.0,20.0,25.0,3.0,4.0,20.0,39.0,137.0,25.0,32.0,45.0,43.0,7.0,13.0,2.0,10.0,25.0,2.0,158.0,22.0,20.0,36.0,18.0,11.0,1.0,57.0,31.0,187.0,15.0,2.0,40.0,98.0,14.0,2.0,14.0,34.0,108.0,12.0,10.0,88.0,15.0,38.0,5.0,114.0,47.0,11.0,30.0,30.0,68.0,33.0,26.0,13.0,1.0,30.0,33.0,24.0,3.0,28.0,32.0,17.0,35.0,6.0,11.0,71.0,22.0,38.0,18.0
05/05/2020,9.0,9.0,10.0,3485.0,22.0,41.0,25.0,97.0,25.0,44.0,5.0,3.0,47.0,34.0,37.0,36.0,38.0,247.0,51.0,63.0,4.0,10.0,104.0,17.0,19.0,25.0,26.0,70.0,26.0,152.0,23.0,92.0,35.0,62.0,9.0,130.0,146.0,23.0,27.0,6.0,28.0,352.0,201.0,7.0,18.0,41.0,63.0,10.0,18.0,10.0,31.0,52.0,44.0,263.0,24.0,15.0,36.0,37.0,4.0,51.0,72.0,57.0,11.0,1.0,2.0,19.0,106.0,401.0,1.0,27.0,43.0,12.0,15.0,10.0,13.0,43.0,89.0,17.0,2.0,8.0,32.0,4.0,14.0,20.0,25.0,35.0,6.0,31.0,4.0,1.0,50.0,19.0,13.0,2.0,3.0,58.0,20.0,25.0,3.0,4.0,20.0,39.0,137.0,25.0,32.0,45.0,43.0,7.0,13.0,2.0,10.0,25.0,2.0,159.0,22.0,20.0,36.0,18.0,11.0,1.0,57.0,31.0,187.0,15.0,2.0,40.0,98.0,14.0,2.0,14.0,34.0,110.0,12.0,10.0,88.0,15.0,38.0,5.0,114.0,47.0,11.0,30.0,30.0,68.0,33.0,26.0,13.0,1.0,30.0,33.0,24.0,3.0,28.0,32.0,17.0,35.0,6.0,11.0,71.0,22.0,38.0,18.0
06/05/2020,9.0,9.0,10.0,3485.0,22.0,41.0,25.0,97.0,25.0,45.0,5.0,3.0,47.0,34.0,37.0,37.0,38.0,250.0,51.0,63.0,4.0,10.0,104.0,18.0,19.0,26.0,26.0,71.0,26.0,153.0,23.0,92.0,35.0,62.0,9.0,130.0,146.0,24.0,27.0,6.0,28.0,355.0,202.0,7.0,18.0,41.0,63.0,10.0,18.0,10.0,33.0,52.0,44.0,266.0,24.0,15.0,36.0,37.0,4.0,51.0,72.0,57.0,11.0,1.0,2.0,19.0,107.0,404.0,1.0,28.0,43.0,12.0,15.0,10.0,13.0,43.0,89.0,17.0,2.0,8.0,32.0,4.0,14.0,20.0,25.0,35.0,6.0,31.0,4.0,1.0,50.0,19.0,13.0,2.0,3.0,59.0,20.0,25.0,3.0,4.0,20.0,39.0,137.0,25.0,32.0,47.0,43.0,7.0,13.0,2.0,11.0,25.0,2.0,161.0,22.0,20.0,36.0,18.0,11.0,1.0,57.0,31.0,188.0,15.0,2.0,40.0,99.0,14.0,2.0,14.0,34.0,110.0,12.0,10.0,88.0,15.0,39.0,5.0,115.0,47.0,11.0,30.0,30.0,68.0,33.0,26.0,13.0,1.0,30.0,33.0,24.0,3.0,28.0,32.0,17.0,36.0,6.0,11.0,73.0,22.0,38.0,18.0
07/05/2020,9.0,9.0,10.0,3486.0,22.0,41.0,26.0,97.0,25.0,45.0,5.0,3.0,47.0,34.0,37.0,37.0,38.0,250.0,51.0,63.0,4.0,10.0,104.0,18.0,19.0,26.0,26.0,71.0,26.0,153.0,23.0,92.0,35.0,62.0,9.0,130.0,146.0,24.0,27.0,6.0,28.0,355.0,202.0,7.0,18.0,41.0,64.0,10.0,18.0,10.0,33.0,52.0,44.0,266.0,24.0,15.0,36.0,37.0,4.0,51.0,72.0,57.0,11.0,1.0,2.0,19.0,107.0,405.0,1.0,28.0,43.0,12.0,15.0,10.0,13.0,43.0,89.0,17.0,2.0,8.0,32.0,4.0,14.0,20.0,25.0,35.0,6.0,31.0,4.0,1.0,50.0,19.0,13.0,2.0,3.0,59.0,20.0,25.0,3.0,4.0,20.0,39.0,137.0,25.0,32.0,47.0,43.0,7.0,13.0,2.0,11.0,25.0,2.0,161.0,22.0,20.0,36.0,18.0,11.0,1.0,58.0,31.0,188.0,15.0,2.0,40.0,99.0,14.0,2.0,14.0,34.0,111.0,12.0,10.0,88.0,15.0,39.0,5.0,115.0,47.0,11.0,30.0,30.0,68.0,33.0,26.0,13.0,1.0,30.0,33.0,24.0,3.0,28.0,32.0,17.0,36.0,6.0,11.0,74.0,22.0,38.0,18.0
08/05/2020,9.0,9.0,10.0,3487.0,22.0,41.0,26.0,98.0,25.0,45.0,5.0,3.0,47.0,34.0,37.0,37.0,38.0,250.0,51.0,63.0,4.0,10.0,104.0,18.0,20.0,26.0,26.0,71.0,26.0,153.0,23.0,92.0,35.0,62.0,9.0,130.0,146.0,24.0,27.0,6.0,28.0,355.0,202.0,7.0,18.0,41.0,64.0,10.0,18.0,10.0,33.0,52.0,44.0,266.0,24.0,15.0,36.0,37.0,4.0,51.0,72.0,57.0,11.0,1.0,2.0,19.0,107.0,405.0,1.0,28.0,43.0,12.0,15.0,10.0,13.0,43.0,89.0,17.0,2.0,8.0,32.0,4.0,14.0,21.0,25.0,35.0,6.0,31.0,4.0,1.0,50.0,19.0,13.0,2.0,3.0,60.0,20.0,25.0,3.0,4.0,20.0,39.0,137.0,25.0,32.0,47.0,43.0,7.0,13.0,2.0,11.0,25.0,2.0,162.0,22.0,20.0,36.0,18.0,11.0,1.0,58.0,31.0,188.0,15.0,2.0,40.0,99.0,14.0,2.0,14.0,34.0,111.0,12.0,10.0,88.0,15.0,40.0,5.0,116.0,47.0,11.0,30.0,30.0,68.0,33.0,26.0,13.0,1.0,30.0,33.0,24.0,3.0,28.0,32.0,17.0,36.0,6.0,11.0,74.0,22.0,38.0,18.0
09/05/2020,9.0,9.0,10.0,3487.0,22.0,41.0,26.0,98.0,25.0,45.0,5.0,3.0,47.0,34.0,37.0,37.0,38.0,250.0,51.0,63.0,4.0,10.0,104.0,18.0,20.0,26.0,26.0,71.0,26.0,153.0,23.0,92.0,35.0,62.0,9.0,130.0,146.0,24.0,27.0,6.0,28.0,355.0,202.0,7.0,18.0,41.0,64.0,10.0,18.0,10.0,33.0,52.0,44.0,266.0,24.0,15.0,36.0,37.0,4.0,51.0,72.0,57.0,11.0,1.0,2.0,19.0,107.0,406.0,1.0,28.0,43.0,12.0,15.0,10.0,13.0,43.0,89.0,17.0,2.0,8.0,32.0,4.0,14.0,21.0,25.0,35.0,6.0,31.0,4.0,1.0,50.0,19.0,13.0,2.0,3.0,60.0,20.0,25.0,3.0,4.0,20.0,39.0,137.0,26.0,32.0,47.0,43.0,7.0,13.0,2.0,11.0,25.0,2.0,162.0,22.0,20.0,36.0,18.0,11.0,1.0,58.0,31.0,188.0,15.0,2.0,40.0,99.0,14.0,2.0,14.0,34.0,111.0,12.0,10.0,88.0,15.0,40.0,5.0,116.0,47.0,11.0,30.0,30.0,68.0,33.0,26.0,13.0,1.0,30.0,33.0,24.0,3.0,28.0,32.0,17.0,36.0,6.0,11.0,74.0,22.0,38.0,18.0
